corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm
01221752,지에프씨생명과학,388610,N,사업보고서 (2021.12),20221228000310,지에프씨생명과학,20221228,
01671601,카이바이오텍,446600,N,사업보고서 (2021.12),20221227000571,카이바이오텍,20221227,
00232007,상지카일룸,042940,K,[기재정정]사업보고서 (2021.12),20221226000445,상지카일룸,20221226,연
01507810,애니메디솔루션,390110,N,사업보고서 (2021.12),20221226000436,애니메디솔루션,20221226,
01206717,마이크로엔엑스,448780,N,사업보고서 (2021.12),20221226000392,마이크로엔엑스,20221226,연
00104999,윌비스,008600,Y,[기재정정]사업보고서 (2021.12),20221226000298,윌비스,20221226,연
00181943,에스제이엠홀딩스,025530,Y,[기재정정]사업보고서 (2021.12),20221223000367,에스제이엠홀딩스,20221223,연
01413371,HLB사이언스,343090,N,[기재정정]사업보고서 (2021.12),20221223000328,HLB사이언스,20221223,
00815369,에스제이엠,123700,Y,[기재정정]사업보고서 (2021.12),20221223000261,에스제이엠,20221223,연
00160047,한국앤컴퍼니,000240,Y,[기재정정]사업보고서 (2021.12),20221215000241,한국앤컴퍼니,20221215,연
00681249,씨유메디칼,115480,K,[기재정정]사업보고서 (2021.12),20221214000353,씨유메디칼,20221214,연
01089378,디와이디,219550,K,[기재정정]사업보고서 (2021.12),20221209000540,디와이디,20221209,
00606664,케이엔더블유,105330,K,[기재정정]사업보고서 (2021.12),20221209000296,케이엔더블유,20221209,연
01290132,에이아이더뉴트리진,311960,N,사업보고서 (2021.12),20221205000209,에이아이더뉴트리진,20221205,연
01237434,플리토,300080,K,[기재정정]사업보고서 (2021.12),20221202000643,플리토,20221202,연
01336160,쓰리디팩토리,,E,[기재정정]사업보고서 (2021.12),20221202000368,쓰리디팩토리,20221202,연
00599489,청광건설,140290,N,[기재정정]사업보고서 (2021.12),20221202000219,청광건설,20221202,
01336160,쓰리디팩토리,,E,[기재정정]사업보고서 (2021.12),20221201000436,쓰리디팩토리,20221202,정연
00860332,메리츠금융지주,138040,Y,[기재정정]사업보고서 (2021.12),20221130001331,메리츠금융지주,20221130,연
00117744,메리츠화재,000060,Y,[기재정정]사업보고서 (2021.12),20221130001307,메리츠화재,20221130,연
01144569,명성티엔에스,257370,K,[기재정정]사업보고서 (2021.12),20221121000311,명성티엔에스,20221122,
01144569,명성티엔에스,257370,K,[기재정정]사업보고서 (2021.12),20221121000297,명성티엔에스,20221121,정
00913689,세경하이테크,148150,K,[기재정정]사업보고서 (2021.12),20221118000535,세경하이테크,20221118,연
00762377,씨앗,103660,N,[기재정정]사업보고서 (2021.12),20221116000091,씨앗,20221116,연
00549563,지엔티파마,,E,사업보고서 (2021.12),20221114002645,지엔티파마,20221114,
00352718,소리바다,053110,E,[기재정정]사업보고서 (2021.12),20221114002412,소리바다,20221114,연
00399694,아프리카TV,067160,K,[기재정정]사업보고서 (2021.12),20221114001450,아프리카TV,20221114,연
00143651,웅진,016880,Y,[기재정정]사업보고서 (2021.12),20221114001388,웅진,20221114,연
00416414,넥스턴바이오,089140,K,[기재정정]사업보고서 (2021.12),20221114000747,넥스턴바이오,20221114,연
00173102,모나리자,012690,Y,[기재정정]사업보고서 (2021.12),20221114000745,모나리자,20221114,
00155319,POSCO홀딩스,005490,Y,[기재정정]사업보고서 (2021.12),20221114000599,POSCO홀딩스,20221114,연
01095704,케이엠제약,225430,K,[기재정정]사업보고서 (2021.12),20221114000503,케이엠제약,20221114,
00527464,에이치시티,072990,K,[기재정정]사업보고서 (2021.12),20221114000452,에이치시티,20221114,연
01251489,라온피플,300120,K,[기재정정]사업보고서 (2021.12),20221110000570,라온피플,20221110,연
01072518,디피코,163430,N,[기재정정]사업보고서 (2021.12),20221109000295,디피코,20221109,
00527491,하이드로리튬,101670,K,[기재정정]사업보고서 (2021.12),20221109000270,하이드로리튬,20221109,연
00577016,수산아이앤티,050960,K,[기재정정]사업보고서 (2021.12),20221108000084,수산아이앤티,20221108,연
01575361,세븐브로이맥주,,E,사업보고서 (2021.12),20221104000490,세븐브로이맥주,20221104,연
00116426,코센,009730,K,[기재정정]사업보고서 (2021.12),20221102000020,코센,20221102,연
00838962,알서포트,131370,K,[기재정정]사업보고서 (2021.12),20221101000247,알서포트,20221101,연
01110076,에이트원,230980,K,[기재정정]사업보고서 (2021.12),20221027000619,에이트원,20221027,연
01020269,탈로스,434190,N,사업보고서 (2021.12),20221027000409,탈로스,20221027,
00351579,SGA,049470,K,[기재정정]사업보고서 (2021.12),20221027000376,SGA,20221027,
00978075,렌딩머신,179720,N,[기재정정]사업보고서 (2021.12),20221026000437,렌딩머신,20221026,
01504910,유안타제8호스팩,367480,K,[기재정정]사업보고서 (2021.12),20221026000399,유안타제8호스팩,20221026,
01578076,농업회사법인순천만가든마켓,,E,[기재정정]사업보고서 (2021.12),20221026000020,농업회사법인순천만가든마켓,20221026,
01578076,농업회사법인순천만가든마켓,,E,사업보고서 (2021.12),20221025000145,농업회사법인순천만가든마켓,20221025,정
00353762,키이스트,054780,K,[기재정정]사업보고서 (2021.12),20221021000322,키이스트,20221021,연
00957568,에스엘바이오닉스,214310,K,[기재정정]사업보고서 (2021.12),20221019000407,에스엘바이오닉스,20221019,연
00415628,세진중공업,075580,Y,[기재정정]사업보고서 (2021.12),20221019000356,세진중공업,20221019,연
01259232,노바텍,285490,K,[기재정정]사업보고서 (2021.12),20221018000245,노바텍,20221018,연
01029394,에코마케팅,230360,K,[기재정정]사업보고서 (2021.12),20221018000166,에코마케팅,20221018,연
00908155,NH농협손해보험,,E,[기재정정]사업보고서 (2021.12),20221018000152,NH농협손해보험,20221018,
00756163,볼빅,206950,N,[기재정정]사업보고서 (2021.12),20221018000078,볼빅,20221018,
00112332,미래에셋생명,085620,Y,[기재정정]사업보고서 (2021.12),20221017000313,미래에셋생명,20221017,연
00756163,볼빅,206950,N,[기재정정]사업보고서 (2021.12),20221017000179,볼빅,20221017,정
00141273,웰바이오텍,010600,Y,[기재정정]사업보고서 (2021.12),20221014000470,웰바이오텍,20221014,연
00422284,메가스터디,072870,K,[기재정정]사업보고서 (2021.12),20221014000319,메가스터디,20221014,연
00618401,크루셜텍,114120,K,[기재정정]사업보고서 (2021.12),20221014000095,크루셜텍,20221014,연
01004775,DL에너지,,E,[기재정정]사업보고서 (2021.12),20221014000054,DL에너지,20221014,연
00800145,서진오토모티브,122690,K,[기재정정]사업보고서 (2021.12),20221013000130,서진오토모티브,20221013,연
00482426,인화정공,101930,K,[기재정정]사업보고서 (2021.12),20221013000127,인화정공,20221013,연
00540641,동양고속,084670,Y,[기재정정]사업보고서 (2021.12),20221013000113,동양고속,20221013,연
00245898,에스에이치엔엘,050320,E,[기재정정]사업보고서 (2021.12),20221012000017,에스에이치엔엘,20221012,
00525882,크레버스,096240,K,[기재정정]사업보고서 (2021.12),20221011000545,크레버스,20221011,연
00295370,제이앤케이인더스트리,039230,E,[기재정정]사업보고서 (2021.12),20221011000544,제이앤케이인더스트리,20221011,연
00408956,제넨바이오,072520,K,[기재정정]사업보고서 (2021.12),20221011000355,제넨바이오,20221011,연
00541163,이엠텍,091120,K,[기재정정]사업보고서 (2021.12),20221011000123,이엠텍,20221011,연
00152589,코리아나,027050,K,[기재정정]사업보고서 (2021.12),20221011000034,코리아나,20221011,연
01027794,브이원텍,251630,K,[기재정정]사업보고서 (2021.12),20221007000580,브이원텍,20221007,연
01021949,덱스터,206560,K,[기재정정]사업보고서 (2021.12),20221007000551,덱스터,20221007,연
00416654,유엔젤,072130,Y,[기재정정]사업보고서 (2021.12),20221007000390,유엔젤,20221007,연
01114586,셀레믹스,331920,K,[기재정정]사업보고서 (2021.12),20221007000383,셀레믹스,20221007,
00331016,에프앤가이드,064850,K,[기재정정]사업보고서 (2021.12),20221007000346,에프앤가이드,20221007,연
00146427,일야,058450,K,[기재정정]사업보고서 (2021.12),20221007000271,일야,20221007,연
00249502,골드앤에스,035290,K,[기재정정]사업보고서 (2021.12),20221007000269,골드앤에스,20221007,연
00144012,원풍,008370,K,[기재정정]사업보고서 (2021.12),20221007000198,원풍,20221007,연
00190321,케이티,030200,Y,[기재정정]사업보고서 (2021.12),20221006000582,케이티,20221006,연
00197759,미래산업,025560,Y,[기재정정]사업보고서 (2021.12),20221006000468,미래산업,20221006,연
00442455,코스나인,082660,K,[기재정정]사업보고서 (2021.12),20221006000347,코스나인,20221006,연
00334624,팍스넷,038160,E,[기재정정]사업보고서 (2021.12),20221006000136,팍스넷,20221006,연
00164788,현대모비스,012330,Y,[기재정정]사업보고서 (2021.12),20221005000463,현대모비스,20221005,연
00209443,우리금융캐피탈,033660,E,[기재정정]사업보고서 (2021.12),20221005000430,우리금융캐피탈,20221005,연
00261887,티엘아이,062860,K,[기재정정]사업보고서 (2021.12),20221005000053,티엘아이,20221005,연
00266934,파루,043200,K,[기재정정]사업보고서 (2021.12),20221005000007,파루,20221005,연
00475976,인콘,083640,K,[기재정정]사업보고서 (2021.12),20221004000366,인콘,20221004,연
00251738,미래에셋캐피탈,,E,[기재정정]사업보고서 (2021.12),20221004000340,미래에셋캐피탈,20221004,연
00124656,비씨카드,,E,[기재정정]사업보고서 (2021.12),20221004000333,비씨카드,20221004,연
00624749,에스피시스템스,317830,K,[기재정정]사업보고서 (2021.12),20221004000277,에스피시스템스,20221004,연
01031229,지티지웰니스,219750,K,[기재정정]사업보고서 (2021.12),20221004000147,지티지웰니스,20221004,연
01060735,로지스몬,223220,N,[기재정정]사업보고서 (2021.12),20221004000119,로지스몬,20221004,
00165459,GS칼텍스,,E,[기재정정]사업보고서 (2021.12),20221004000058,GS칼텍스,20221004,연
00287812,에코바이오,038870,K,[기재정정]사업보고서 (2021.12),20220930000720,에코바이오,20220930,연
01583953,티엘엔지니어링,413300,N,사업보고서 (2021.12),20220930000620,티엘엔지니어링,20220930,
00796471,디지비캐피탈,,E,[기재정정]사업보고서 (2021.12),20220930000570,디지비캐피탈,20220930,연
00147152,유니크,011320,K,[기재정정]사업보고서 (2021.12),20220930000547,유니크,20220930,연
00125521,에스엘,005850,Y,[기재정정]사업보고서 (2021.12),20220930000533,에스엘,20220930,연
01201590,에브리봇,270660,K,[기재정정]사업보고서 (2021.12),20220930000448,에브리봇,20220930,
01047415,정다운,208140,K,[기재정정]사업보고서 (2021.12),20220930000431,정다운,20220930,연
00963000,썬테크,217320,N,[기재정정]사업보고서 (2021.12),20220930000228,썬테크,20220930,
00164362,행남사,008800,E,[기재정정]사업보고서 (2021.12),20220930000219,행남사,20220930,
00143794,원림,005820,Y,[기재정정]사업보고서 (2021.12),20220930000156,원림,20220930,연
00112679,대창단조,015230,Y,[기재정정]사업보고서 (2021.12),20220930000113,대창단조,20220930,연
00135962,신라교역,004970,Y,[기재정정]사업보고서 (2021.12),20220930000044,신라교역,20220930,연
00349097,케이티스카이라이프,053210,Y,[기재정정]사업보고서 (2021.12),20220930000032,케이티스카이라이프,20220930,연
00470829,한솔인티큐브,070590,K,[기재정정]사업보고서 (2021.12),20220929000474,한솔인티큐브,20220929,연
00264547,KG이니시스,035600,K,[기재정정]사업보고서 (2021.12),20220929000447,KG이니시스,20220929,연
00109718,사조대림,003960,Y,[기재정정]사업보고서 (2021.12),20220929000312,사조대림,20220929,연
00925189,신화콘텍,187270,K,[기재정정]사업보고서 (2021.12),20220928000479,신화콘텍,20220928,연
00374020,이엘피,063760,K,[기재정정]사업보고서 (2021.12),20220928000469,이엘피,20220928,연
00205687,휴먼엔,032860,K,[기재정정]사업보고서 (2021.12),20220928000400,휴먼엔,20220928,
01075126,커머스마이너,223310,K,[기재정정]사업보고서 (2021.12),20220928000383,커머스마이너,20220928,연
00910840,윈하이텍,192390,K,[기재정정]사업보고서 (2021.12),20220928000111,윈하이텍,20220928,연
00220622,서호전기,065710,K,[기재정정]사업보고서 (2021.12),20220928000107,서호전기,20220928,연
00325185,GS파워,,E,[기재정정]사업보고서 (2021.12),20220927000223,GS파워,20220927,
00530556,예스티,122640,K,[기재정정]사업보고서 (2021.12),20220923000280,예스티,20220923,연
00216434,체리부로,066360,K,[기재정정]사업보고서 (2021.12),20220920000310,체리부로,20220920,연
01146220,팸텍,,E,[기재정정]사업보고서 (2021.12),20220919000208,팸텍,20220919,
01169498,젬,248020,N,[기재정정]사업보고서 (2021.12),20220916000207,젬,20220916,
00161408,케이비캐피탈,021960,E,[기재정정]사업보고서 (2021.12),20220916000058,케이비캐피탈,20220916,연
00441304,가온미디어,078890,K,[기재정정]사업보고서 (2021.12),20220902000354,가온미디어,20220902,연
01236532,와이즈버즈,273060,K,[기재정정]사업보고서 (2021.12),20220831001601,와이즈버즈,20220831,
00384948,대유,290380,K,[기재정정]사업보고서 (2021.12),20220829000519,대유,20220829,
00256043,비씨월드제약,200780,K,[기재정정]사업보고서 (2021.12),20220826000767,비씨월드제약,20220829,연
00256043,비씨월드제약,200780,K,[기재정정]사업보고서 (2021.12),20220826000760,비씨월드제약,20220829,정연
01325429,네온테크,306620,K,[기재정정]사업보고서 (2021.12),20220824000051,네온테크,20220824,연
00663289,위월드,140660,N,[기재정정]사업보고서 (2021.12),20220824000047,위월드,20220824,
00450931,우양에이치씨,101970,E,[기재정정]사업보고서 (2021.12),20220819000262,우양에이치씨,20220819,
00148939,조광피혁,004700,Y,[기재정정]사업보고서 (2021.12),20220818000327,조광피혁,20220818,
00185505,제일바이오,052670,K,[기재정정]사업보고서 (2021.12),20220817000251,제일바이오,20220817,
00428321,해태제과식품,101530,Y,[기재정정]사업보고서 (2021.12),20220817000003,해태제과식품,20220817,연
00428321,해태제과식품,101530,Y,[기재정정]사업보고서 (2021.12),20220816002677,해태제과식품,20220816,정연
01110678,유틸렉스,263050,K,[기재정정]사업보고서 (2021.12),20220816002635,유틸렉스,20220816,연
00104810,대명소노시즌,007720,K,[기재정정]사업보고서 (2021.12),20220816002634,대명소노시즌,20220816,연
00938721,필옵틱스,161580,K,[기재정정]사업보고서 (2021.12),20220816002552,필옵틱스,20220816,연
00145437,아센디오,012170,Y,[기재정정]사업보고서 (2021.12),20220816002550,아센디오,20220816,연
01110678,유틸렉스,263050,K,[기재정정]사업보고서 (2021.12),20220816002527,유틸렉스,20220816,정연
00495554,연이비앤티,090740,E,[기재정정]사업보고서 (2021.12),20220816002520,연이비앤티,20220816,연
00131799,에스케이에코플랜트,,E,[기재정정]사업보고서 (2021.12),20220816002384,에스케이에코플랜트,20220816,연
00136776,제이준코스메틱,025620,Y,[기재정정]사업보고서 (2021.12),20220816002378,제이준코스메틱,20220816,연
00362292,씨티씨바이오,060590,K,[기재정정]사업보고서 (2021.12),20220816002368,씨티씨바이오,20220816,연
00258360,위지트,036090,K,[기재정정]사업보고서 (2021.12),20220816002333,위지트,20220816,연
00161693,한샘,009240,Y,[기재정정]사업보고서 (2021.12),20220816002277,한샘,20220816,연
00113191,코리안리,003690,Y,[기재정정]사업보고서 (2021.12),20220816002265,코리안리,20220816,연
00351375,뉴보텍,060260,K,[기재정정]사업보고서 (2021.12),20220816002216,뉴보텍,20220816,연
00476498,컴투스,078340,K,[기재정정]사업보고서 (2021.12),20220816002208,컴투스,20220816,연
00164973,현대해상,001450,Y,[기재정정]사업보고서 (2021.12),20220816002204,현대해상,20220816,연
00188089,한섬,020000,Y,[기재정정]사업보고서 (2021.12),20220816002184,한섬,20220816,연
00618410,상상인인더스트리,101000,K,[기재정정]사업보고서 (2021.12),20220816002168,상상인인더스트리,20220816,연
00109693,DL,000210,Y,[기재정정]사업보고서 (2021.12),20220816002153,DL,20220816,연
00259590,바른손이앤에이,035620,K,[기재정정]사업보고서 (2021.12),20220816002112,바른손이앤에이,20220816,연
00530413,더코디,224060,K,[기재정정]사업보고서 (2021.12),20220816002070,더코디,20220816,연
00819073,인크로스,216050,K,[기재정정]사업보고서 (2021.12),20220816002038,인크로스,20220816,연
00545734,아미코젠,092040,K,[기재정정]사업보고서 (2021.12),20220816002014,아미코젠,20220816,연
00152862,코오롱,002020,Y,[기재정정]사업보고서 (2021.12),20220816002002,코오롱,20220816,연
00138224,쌍용씨앤이,003410,Y,[기재정정]사업보고서 (2021.12),20220816001988,쌍용씨앤이,20220816,연
01188378,시스웍,269620,K,[기재정정]사업보고서 (2021.12),20220816001965,시스웍,20220816,연
00117966,동원개발,013120,K,[기재정정]사업보고서 (2021.12),20220816001959,동원개발,20220816,연
01165155,모비스,250060,K,[기재정정]사업보고서 (2021.12),20220816001945,모비스,20220816,연
00139889,SKC,011790,Y,[기재정정]사업보고서 (2021.12),20220816001935,SKC,20220816,연
00347877,세영디앤씨,052190,E,[기재정정]사업보고서 (2021.12),20220816001901,세영디앤씨,20220816,연
00860332,메리츠금융지주,138040,Y,[기재정정]사업보고서 (2021.12),20220816001893,메리츠금융지주,20220816,정연
00415628,세진중공업,075580,Y,[기재정정]사업보고서 (2021.12),20220816001882,세진중공업,20220816,정연
01179617,한국비엔씨,256840,K,[기재정정]사업보고서 (2021.12),20220816001839,한국비엔씨,20220816,
00888347,휴젤,145020,K,[기재정정]사업보고서 (2021.12),20220816001807,휴젤,20220816,연
00181712,SK,034730,Y,[기재정정]사업보고서 (2021.12),20220816001773,SK,20220816,연
00104768,가온전선,000500,Y,[기재정정]사업보고서 (2021.12),20220816001768,가온전선,20220816,연
00604426,인터로조,119610,K,[기재정정]사업보고서 (2021.12),20220816001701,인터로조,20220816,연
00405506,삼영에스앤씨,361670,K,[기재정정]사업보고서 (2021.12),20220816001631,삼영에스앤씨,20220816,
00298377,아이씨디,040910,K,[기재정정]사업보고서 (2021.12),20220816001601,아이씨디,20220816,연
00162586,한올바이오파마,009420,Y,[기재정정]사업보고서 (2021.12),20220816001546,한올바이오파마,20220816,연
00791209,초록뱀헬스케어,118000,Y,[기재정정]사업보고서 (2021.12),20220816001524,초록뱀헬스케어,20220816,연
00562360,에스맥,097780,K,[기재정정]사업보고서 (2021.12),20220816001504,에스맥,20220816,연
00170558,코웨이,021240,Y,[기재정정]사업보고서 (2021.12),20220816001433,코웨이,20220816,연
00541349,셀트리온제약,068760,K,[기재정정]사업보고서 (2021.12),20220816001432,셀트리온제약,20220816,
00121941,대상,001680,Y,[기재정정]사업보고서 (2021.12),20220816001426,대상,20220816,연
00227333,네패스,033640,K,[기재정정]사업보고서 (2021.12),20220816001424,네패스,20220816,연
00296078,APS홀딩스,054620,K,[기재정정]사업보고서 (2021.12),20220816001397,APS홀딩스,20220816,연
00405506,삼영에스앤씨,361670,K,[기재정정]사업보고서 (2021.12),20220816001364,삼영에스앤씨,20220816,정
00219486,신세계I&C,035510,Y,[기재정정]사업보고서 (2021.12),20220816001345,신세계I&C,20220816,
00609315,멜파스,096640,K,[기재정정]사업보고서 (2021.12),20220816001329,멜파스,20220816,연
00188715,현진소재,053660,E,[기재정정]사업보고서 (2021.12),20220816001313,현진소재,20220816,연
00580056,스맥,099440,K,[기재정정]사업보고서 (2021.12),20220816001264,스맥,20220816,연
00540340,코리아센터,290510,E,[기재정정]사업보고서 (2021.12),20220816001213,코리아센터,20220816,연
01257872,에스퓨얼셀,288620,K,[기재정정]사업보고서 (2021.12),20220816001210,에스퓨얼셀,20220816,연
00204262,한글과컴퓨터,030520,K,[기재정정]사업보고서 (2021.12),20220816001189,한글과컴퓨터,20220816,연
01326279,아이엘사이언스,307180,K,[기재정정]사업보고서 (2021.12),20220816001186,아이엘사이언스,20220816,연
00126487,F&F 홀딩스,007700,Y,[기재정정]사업보고서 (2021.12),20220816001167,F&F 홀딩스,20220816,연
00605124,알파홀딩스,117670,K,[기재정정]사업보고서 (2021.12),20220816001154,알파홀딩스,20220816,연
01067808,넵튠,217270,K,[기재정정]사업보고서 (2021.12),20220816001132,넵튠,20220816,연
01042711,글로벌텍스프리,204620,K,[기재정정]사업보고서 (2021.12),20220816001123,글로벌텍스프리,20220816,연
00149266,CNH,023460,K,[기재정정]사업보고서 (2021.12),20220816001100,CNH,20220816,연
00145738,이화전기,024810,K,[기재정정]사업보고서 (2021.12),20220816001067,이화전기,20220816,연
00525642,코오롱생명과학,102940,K,[기재정정]사업보고서 (2021.12),20220816001066,코오롱생명과학,20220816,연
00580667,S&K폴리텍,091340,K,[기재정정]사업보고서 (2021.12),20220816001055,S&K폴리텍,20220816,연
01009789,코스맥스,192820,Y,[기재정정]사업보고서 (2021.12),20220816001048,코스맥스,20220816,연
00112022,대원화성,024890,Y,[기재정정]사업보고서 (2021.12),20220816001036,대원화성,20220816,연
00809517,아이엠텍,226350,E,[기재정정]사업보고서 (2021.12),20220816000991,아이엠텍,20220816,
00533924,이브이첨단소재,131400,K,[기재정정]사업보고서 (2021.12),20220816000990,이브이첨단소재,20220816,연
00618401,크루셜텍,114120,K,[기재정정]사업보고서 (2021.12),20220816000924,크루셜텍,20220816,정연
00536329,노블엠앤비,106520,K,[기재정정]사업보고서 (2021.12),20220816000922,노블엠앤비,20220816,연
00619640,이엔드디,101360,K,[기재정정]사업보고서 (2021.12),20220816000845,이엔드디,20220816,연
00533191,비보존 제약,082800,K,[기재정정]사업보고서 (2021.12),20220816000816,비보존 제약,20220816,연
00350048,오성첨단소재,052420,K,[기재정정]사업보고서 (2021.12),20220816000814,오성첨단소재,20220816,연
00161125,한온시스템,018880,Y,[기재정정]사업보고서 (2021.12),20220816000770,한온시스템,20220816,연
00136448,신신제약,002800,K,[기재정정]사업보고서 (2021.12),20220816000760,신신제약,20220816,연
00109161,태경케미컬,006890,Y,[기재정정]사업보고서 (2021.12),20220816000755,태경케미컬,20220816,연
00293886,위닉스,044340,K,[기재정정]사업보고서 (2021.12),20220816000731,위닉스,20220816,연
00154426,아이에이치큐,003560,Y,[기재정정]사업보고서 (2021.12),20220816000701,아이에이치큐,20220816,연
00413523,한미글로벌,053690,Y,[기재정정]사업보고서 (2021.12),20220816000695,한미글로벌,20220816,연
00961507,케일럼,258610,K,[기재정정]사업보고서 (2021.12),20220816000692,케일럼,20220816,연
00390860,엠피대산,065150,K,[기재정정]사업보고서 (2021.12),20220816000630,엠피대산,20220816,연
00788773,씨젠,096530,K,[기재정정]사업보고서 (2021.12),20220816000584,씨젠,20220816,연
01497869,티와이홀딩스,363280,Y,[기재정정]사업보고서 (2021.12),20220816000557,티와이홀딩스,20220816,연
00373447,서린바이오,038070,K,[기재정정]사업보고서 (2021.12),20220816000555,서린바이오,20220816,연
01199189,이랜시스,264850,K,[기재정정]사업보고서 (2021.12),20220816000550,이랜시스,20220816,연
00136004,신라에스지,025870,K,[기재정정]사업보고서 (2021.12),20220816000525,신라에스지,20220816,연
00522007,크리스에프앤씨,110790,K,[기재정정]사업보고서 (2021.12),20220816000488,크리스에프앤씨,20220816,연
00167208,흥아해운,003280,Y,[기재정정]사업보고서 (2021.12),20220816000435,흥아해운,20220816,연
00397252,조이시티,067000,K,[기재정정]사업보고서 (2021.12),20220816000429,조이시티,20220816,연
01234297,미원에스씨,268280,Y,[기재정정]사업보고서 (2021.12),20220816000420,미원에스씨,20220816,연
00172945,동일철강,023790,K,[기재정정]사업보고서 (2021.12),20220816000418,동일철강,20220816,
01188730,SK시그넷,260870,N,[기재정정]사업보고서 (2021.12),20220816000416,SK시그넷,20220816,
00659161,싸이맥스,160980,K,[기재정정]사업보고서 (2021.12),20220816000412,싸이맥스,20220816,연
00963976,SG,255220,K,[기재정정]사업보고서 (2021.12),20220816000401,SG,20220816,연
00526696,웨이브일렉트로,095270,K,[기재정정]사업보고서 (2021.12),20220816000400,웨이브일렉트로,20220816,연
00359474,제이웨이,058420,K,[기재정정]사업보고서 (2021.12),20220816000398,제이웨이,20220816,연
01396676,일승,333430,K,[기재정정]사업보고서 (2021.12),20220816000391,일승,20220816,연
00220561,광주신세계,037710,Y,[기재정정]사업보고서 (2021.12),20220816000334,광주신세계,20220816,
00256955,테이팩스,055490,Y,[기재정정]사업보고서 (2021.12),20220816000332,테이팩스,20220816,연
00142661,우성,006980,Y,[기재정정]사업보고서 (2021.12),20220816000325,우성,20220816,연
00611912,아모그린텍,125210,K,[기재정정]사업보고서 (2021.12),20220816000319,아모그린텍,20220816,
00454399,이상네트웍스,080010,K,[기재정정]사업보고서 (2021.12),20220816000315,이상네트웍스,20220816,연
00256502,에이텍,045660,K,[기재정정]사업보고서 (2021.12),20220816000263,에이텍,20220816,
00808068,협진,138360,K,[기재정정]사업보고서 (2021.12),20220816000258,협진,20220816,
00876643,엔피디,198080,K,[기재정정]사업보고서 (2021.12),20220816000218,엔피디,20220816,연
00872984,이마트,139480,Y,[기재정정]사업보고서 (2021.12),20220816000177,이마트,20220816,연
00925189,신화콘텍,187270,K,[기재정정]사업보고서 (2021.12),20220816000176,신화콘텍,20220816,정연
00480950,이아이디,093230,Y,[기재정정]사업보고서 (2021.12),20220816000144,이아이디,20220816,연
00468374,원익QnC,074600,K,[기재정정]사업보고서 (2021.12),20220816000132,원익QnC,20220816,연
00651017,나우IB,293580,K,[기재정정]사업보고서 (2021.12),20220816000110,나우IB,20220816,연
00629212,딜리,131180,K,[기재정정]사업보고서 (2021.12),20220816000098,딜리,20220816,연
01030132,경남은행,192520,E,[기재정정]사업보고서 (2021.12),20220816000079,경남은행,20220816,연
00359261,빛샘전자,072950,K,[기재정정]사업보고서 (2021.12),20220816000040,빛샘전자,20220816,연
01113754,오션브릿지,241790,K,[기재정정]사업보고서 (2021.12),20220816000033,오션브릿지,20220816,연
00136864,신원,009270,Y,[기재정정]사업보고서 (2021.12),20220816000032,신원,20220816,연
01423837,모아데이타,288980,K,[기재정정]사업보고서 (2021.12),20220816000028,모아데이타,20220816,
01205842,현대건설기계,267270,Y,[기재정정]사업보고서 (2021.12),20220816000025,현대건설기계,20220816,연
00313649,현대바이오,048410,K,[기재정정]사업보고서 (2021.12),20220816000023,현대바이오,20220816,연
00819374,나무가,190510,K,[기재정정]사업보고서 (2021.12),20220816000020,나무가,20220816,연
01276327,위지윅스튜디오,299900,K,[기재정정]사업보고서 (2021.12),20220812001301,위지윅스튜디오,20220812,연
01038693,드림시큐리티,203650,K,[기재정정]사업보고서 (2021.12),20220812001277,드림시큐리티,20220812,연
01256864,에이비엘바이오,298380,K,[기재정정]사업보고서 (2021.12),20220812001272,에이비엘바이오,20220812,
00123718,부광약품,003000,Y,[기재정정]사업보고서 (2021.12),20220812001267,부광약품,20220812,연
00823429,한국화장품,123690,Y,[기재정정]사업보고서 (2021.12),20220812001253,한국화장품,20220812,연
00234865,세종,,E,[기재정정]사업보고서 (2021.12),20220812001218,세종,20220812,
01031502,코아시아옵틱스,196450,K,[기재정정]사업보고서 (2021.12),20220812001209,코아시아옵틱스,20220812,연
00252269,아이에이,038880,K,[기재정정]사업보고서 (2021.12),20220812001152,아이에이,20220812,연
01335578,애니플러스,310200,K,[기재정정]사업보고서 (2021.12),20220812001109,애니플러스,20220812,연
00673523,엔에이치농협캐피탈,,E,[기재정정]사업보고서 (2021.12),20220812001103,엔에이치농협캐피탈,20220812,
00323868,웹케시,053580,K,[기재정정]사업보고서 (2021.12),20220812001100,웹케시,20220812,
00207676,롯데글로벌로지스,,E,[기재정정]사업보고서 (2021.12),20220812001094,롯데글로벌로지스,20220812,연
00180263,리더스코스메틱,016100,K,[기재정정]사업보고서 (2021.12),20220812001077,리더스코스메틱,20220812,연
00118026,동원산업,006040,Y,[기재정정]사업보고서 (2021.12),20220812001050,동원산업,20220812,연
00255105,골드퍼시픽,038530,K,[기재정정]사업보고서 (2021.12),20220812001027,골드퍼시픽,20220812,
00226547,오상자이엘,053980,K,[기재정정]사업보고서 (2021.12),20220812000994,오상자이엘,20220812,연
00125646,삼목에스폼,018310,K,[기재정정]사업보고서 (2021.12),20220812000972,삼목에스폼,20220812,연
00785475,원익피앤이,131390,E,[기재정정]사업보고서 (2021.12),20220812000963,원익피앤이,20220812,연
