corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm
00278373,여천NCC,,E,사업보고서 (2021.12),20220331002019,여천NCC,20220331,
00165361,휴코드홀딩스,036840,E,사업보고서 (2021.12),20220331001951,휴코드홀딩스,20220331,
00155498,풍림산업,001310,E,사업보고서 (2021.12),20220331001950,풍림산업,20220331,
01355891,김포마송파주운정3주택위탁관리부동산투자회사,,E,사업보고서 (2021.12),20220331001943,김포마송파주운정3주택위탁관리부동산투자회사,20220331,
00156275,한겨레신문,,E,사업보고서 (2021.12),20220331001939,한겨레신문,20220331,
01047336,에이에이아이헬스케어,,E,사업보고서 (2021.12),20220331001921,에이에이아이헬스케어,20220331,
00152455,현대케피코,,E,사업보고서 (2021.12),20220331001920,현대케피코,20220331,연
01603619,에프엑스기어,,E,사업보고서 (2021.12),20220331001913,에프엑스기어,20220331,
01373815,농업회사법인그린그래스바이오,,E,사업보고서 (2021.12),20220331001910,농업회사법인그린그래스바이오,20220331,정
00263168,에스피반도체통신,,E,사업보고서 (2021.12),20220331001889,에스피반도체통신,20220331,
00908021,농협금융지주,,E,사업보고서 (2021.12),20220331001888,농협금융지주,20220331,연
00595298,케이티텔레캅,,E,사업보고서 (2021.12),20220331001858,케이티텔레캅,20220331,
00565242,에코비트,,E,사업보고서 (2021.12),20220331001836,에코비트,20220331,정연
00963684,수양켐텍,,E,사업보고서 (2021.12),20220331001830,수양켐텍,20220331,
00192347,메타넷디지털,,E,사업보고서 (2021.12),20220331001825,메타넷디지털,20220331,
00373845,에스카테크,,E,사업보고서 (2021.12),20220331001797,에스카테크,20220331,
00125655,삼미,,E,사업보고서 (2021.12),20220331001781,삼미,20220331,
01408980,엠디헬스케어,,E,사업보고서 (2021.12),20220331001773,엠디헬스케어,20220331,
00200938,신세계센트럴시티,,E,사업보고서 (2021.12),20220331001749,신세계센트럴시티,20220331,연
00673976,지스마트글로벌,114570,E,사업보고서 (2021.12),20220331001745,지스마트글로벌,20220331,
00104999,윌비스,008600,Y,[기재정정]사업보고서 (2021.12),20220331001744,윌비스,20220331,정연
00450931,우양에이치씨,101970,E,사업보고서 (2021.12),20220331001738,우양에이치씨,20220331,정
00965318,이노시뮬레이션,,E,사업보고서 (2021.12),20220331001729,이노시뮬레이션,20220331,연
00133317,에스티씨라이프,026220,E,사업보고서 (2021.12),20220331001712,에스티씨라이프,20220331,
00107303,피엔에스커튼월,033220,E,사업보고서 (2021.12),20220331001701,피엔에스커튼월,20220331,
01162732,프로톡스,,E,사업보고서 (2021.12),20220331001695,프로톡스,20220331,
00268118,코맥스,036690,K,[기재정정]사업보고서 (2021.12),20220331001687,코맥스,20220331,연
00792174,동화일렉트로라이트,,E,사업보고서 (2021.12),20220331001686,동화일렉트로라이트,20220331,연
00803869,에이플러스리얼티,,E,사업보고서 (2021.12),20220331001679,에이플러스리얼티,20220331,연
00249034,드림라인,035430,E,사업보고서 (2021.12),20220331001658,드림라인,20220331,연
01187166,울트라브이,,E,사업보고서 (2021.12),20220331001656,울트라브이,20220331,연
00166546,환영철강공업,,E,사업보고서 (2021.12),20220331001651,환영철강공업,20220331,연
00102399,경향신문사,,E,사업보고서 (2021.12),20220331001631,경향신문사,20220331,
00340111,티맥스소프트,,E,사업보고서 (2021.12),20220331001625,티맥스소프트,20220331,
01179927,리독스바이오,,E,사업보고서 (2021.12),20220331001618,리독스바이오,20220331,
00171052,코리아로터리서비스,,E,사업보고서 (2021.12),20220331001582,코리아로터리서비스,20220331,연
00125910,엘티삼보,,E,사업보고서 (2021.12),20220331001552,엘티삼보,20220331,연
00133089,성원,015200,E,사업보고서 (2021.12),20220331001549,성원,20220331,
00779845,OCI스페셜티,,E,사업보고서 (2021.12),20220331001535,OCI스페셜티,20220331,정연
01434684,영종하늘도시2차주택위탁관리부동산투자회사,,E,사업보고서 (2021.12),20220331001530,영종하늘도시2차주택위탁관리부동산투자회사,20220331,
00660033,씨엔플러스,115530,K,사업보고서 (2021.12),20220331001520,씨엔플러스,20220331,정연
01096402,티비스톰,,E,사업보고서 (2021.12),20220331001495,티비스톰,20220331,
00455389,메르세데스벤츠파이낸셜서비스코리아,,E,사업보고서 (2021.12),20220331001427,메르세데스벤츠파이낸셜서비스코리아,20220331,정연
00379016,이엘케이,094190,E,사업보고서 (2021.12),20220331001402,이엘케이,20220331,연
00676724,글람,,E,사업보고서 (2021.12),20220331001362,글람,20220331,연
00353230,프리젠,060910,E,사업보고서 (2021.12),20220331001326,프리젠,20220331,
00396518,한국중부발전,,E,사업보고서 (2021.12),20220331001316,한국중부발전,20220331,연
01187573,클립스비엔씨,,E,사업보고서 (2021.12),20220331001283,클립스비엔씨,20220331,정
01237577,서울개인택시복지법인,,E,[기재정정]사업보고서 (2021.12),20220331001282,서울개인택시복지법인,20220331,
00143642,웅진식품,,E,사업보고서 (2021.12),20220331001274,웅진식품,20220331,연
00162221,한양,,E,사업보고서 (2021.12),20220331001273,한양,20220331,정연
00350738,제네시스디벨롭먼트홀딩스,053320,E,사업보고서 (2021.12),20220331001261,제네시스디벨롭먼트홀딩스,20220331,연
00302078,엠피씨플러스,050540,K,사업보고서 (2021.12),20220331001257,엠피씨플러스,20220331,정연
00152385,에이프로젠,007460,Y,사업보고서 (2021.12),20220331001224,에이프로젠,20220331,연
01370793,클레버,,E,사업보고서 (2021.12),20220331001185,클레버,20220331,정연
01161292,라이트팜텍,,E,사업보고서 (2021.12),20220331001175,라이트팜텍,20220331,
00549059,에이프로젠,,E,사업보고서 (2021.12),20220331001174,에이프로젠,20220331,연
00927512,세미솔루션,,E,사업보고서 (2021.12),20220331001170,세미솔루션,20220331,
00818490,이씨스,,E,사업보고서 (2021.12),20220331001169,이씨스,20220331,
00496225,이엠네트웍스,087730,E,사업보고서 (2021.12),20220331001164,이엠네트웍스,20220331,연
00573676,메가젠임플란트,,E,사업보고서 (2021.12),20220331001149,메가젠임플란트,20220331,정연
00104069,케이디비생명보험,,E,사업보고서 (2021.12),20220331001095,케이디비생명보험,20220331,연
00291231,우전,052270,E,사업보고서 (2021.12),20220331001089,우전,20220331,연
00666383,아발론교육,,E,사업보고서 (2021.12),20220331001084,아발론교육,20220331,연
00307037,더스텔라,065310,E,사업보고서 (2021.12),20220331001052,더스텔라,20220331,
01004553,엘에스아이앤디,,E,사업보고서 (2021.12),20220331001030,엘에스아이앤디,20220331,연
00351427,와이즈넛,,E,사업보고서 (2021.12),20220331001023,와이즈넛,20220331,
00166333,화신테크,086250,E,사업보고서 (2021.12),20220331001019,화신테크,20220331,
01462605,지투파워,388050,K,사업보고서 (2021.12),20220331001011,지투파워,20220331,
01011182,대영씨엔이,,E,사업보고서 (2021.12),20220331000997,대영씨엔이,20220331,
00304401,텔라움,047730,E,사업보고서 (2021.12),20220331000993,텔라움,20220331,연
00222295,롯데캐피탈,,E,사업보고서 (2021.12),20220331000951,롯데캐피탈,20220331,연
01424340,마이지놈박스,,E,사업보고서 (2021.12),20220331000948,마이지놈박스,20220331,연
00148434,오케이캐피탈,,E,사업보고서 (2021.12),20220331000946,오케이캐피탈,20220331,연
00815086,네이처리퍼블릭,,E,사업보고서 (2021.12),20220331000930,네이처리퍼블릭,20220331,
01352566,뉴라클사이언스,,E,사업보고서 (2021.12),20220331000925,뉴라클사이언스,20220331,
00854207,에너솔라,,E,사업보고서 (2021.12),20220331000923,에너솔라,20220331,연
01195545,토지지원리츠제1호위탁관리부동산투자회사,,E,사업보고서 (2021.12),20220331000902,토지지원리츠제1호위탁관리부동산투자회사,20220331,
00476939,렉스필드컨트리클럽,,E,사업보고서 (2021.12),20220331000894,렉스필드컨트리클럽,20220331,
01028322,아리바이오,,E,사업보고서 (2021.12),20220331000886,아리바이오,20220331,
00369602,한국우사회,,E,사업보고서 (2021.12),20220331000880,한국우사회,20220331,
00168933,DB생명보험,,E,사업보고서 (2021.12),20220331000879,DB생명보험,20220331,연
01035438,티이씨씨,,E,사업보고서 (2021.12),20220331000868,티이씨씨,20220331,
00264714,SG&G,040610,K,[기재정정]사업보고서 (2021.12),20220331000866,SG&G,20220331,연
00560308,골든블루,,E,사업보고서 (2021.12),20220331000833,골든블루,20220331,
00652016,디비메탈,,E,사업보고서 (2021.12),20220331000808,디비메탈,20220331,연
00857550,카페베네,,E,사업보고서 (2021.12),20220331000779,카페베네,20220331,연
00394583,셀트리온스킨큐어,,E,사업보고서 (2021.12),20220331000765,셀트리온스킨큐어,20220331,정
00172778,신영건설,,E,사업보고서 (2021.12),20220331000737,신영건설,20220331,연
00393636,한국동서발전,,E,사업보고서 (2021.12),20220331000707,한국동서발전,20220331,연
00683450,평택에너지서비스,,E,사업보고서 (2021.12),20220331000695,평택에너지서비스,20220331,
00534701,세아메카닉스,396300,K,사업보고서 (2021.12),20220331000692,세아메카닉스,20220331,
00689418,지유온,111820,E,사업보고서 (2021.12),20220331000674,지유온,20220331,연
01134395,뉴스테이허브제1호위탁관리부동산투자회사,,E,사업보고서 (2021.12),20220331000669,뉴스테이허브제1호위탁관리부동산투자회사,20220331,
00149770,중앙에너비스,000440,K,[기재정정]사업보고서 (2021.12),20220331000659,중앙에너비스,20220331,연
00335076,오픈베이스,049480,K,[기재정정]사업보고서 (2021.12),20220331000651,오픈베이스,20220331,연
00763923,아이월드제약,,E,사업보고서 (2021.12),20220331000635,아이월드제약,20220331,
00763604,한국코러스,,E,사업보고서 (2021.12),20220331000551,한국코러스,20220331,
00241236,씨엘인터내셔널,037340,E,사업보고서 (2021.12),20220331000536,씨엘인터내셔널,20220331,정연
00109107,대농,,E,사업보고서 (2021.12),20220331000519,대농,20220331,연
00825959,하이비젼시스템,126700,K,[기재정정]사업보고서 (2021.12),20220331000479,하이비젼시스템,20220331,연
00821050,한국피엠지제약,,E,사업보고서 (2021.12),20220331000448,한국피엠지제약,20220331,
00520753,폴라리스쉬핑,,E,사업보고서 (2021.12),20220331000352,폴라리스쉬핑,20220331,연
00491938,GH신소재,130500,K,[기재정정]사업보고서 (2021.12),20220331000340,GH신소재,20220331,연
00121039,명문제약,017180,Y,[기재정정]사업보고서 (2021.12),20220331000338,명문제약,20220331,연
00346966,에코솔루션,052510,E,사업보고서 (2021.12),20220331000296,에코솔루션,20220331,
00978677,SK매직,,E,사업보고서 (2021.12),20220331000291,SK매직,20220331,연
00164326,인켈,,E,사업보고서 (2021.12),20220331000288,인켈,20220331,
01258020,에스바이오메딕스,,E,사업보고서 (2021.12),20220331000273,에스바이오메딕스,20220331,연
01576935,하나리치업제3호위탁관리부동산투자회사,,E,사업보고서 (2021.12),20220331000249,하나리치업제3호위탁관리부동산투자회사,20220331,
00307189,에스케이씨솔믹스,057500,E,사업보고서 (2021.12),20220331000233,에스케이씨솔믹스,20220331,연
01150311,선우,,E,사업보고서 (2021.12),20220331000232,선우,20220331,정
00116073,그린기술투자,025340,E,사업보고서 (2021.12),20220331000225,그린기술투자,20220331,
00294511,시큐아이,,E,사업보고서 (2021.12),20220331000209,시큐아이,20220331,
00595012,애큐온캐피탈,,E,사업보고서 (2021.12),20220331000186,애큐온캐피탈,20220331,연
00419873,선운,,E,사업보고서 (2021.12),20220331000123,선운,20220331,
01265914,미로,,E,사업보고서 (2021.12),20220331000117,미로,20220331,
00108533,다산,,E,사업보고서 (2021.12),20220331000102,다산,20220331,
00116806,하스코,012760,E,사업보고서 (2021.12),20220331000080,하스코,20220331,
00132628,성문전자,014910,Y,사업보고서 (2021.12),20220331000062,성문전자,20220331,연
00134176,세우글로벌,013000,Y,사업보고서 (2021.12),20220331000041,세우글로벌,20220331,정연
00149451,동양레저,,E,사업보고서 (2021.12),20220331000040,동양레저,20220331,
01292671,예스코,,E,사업보고서 (2021.12),20220331000029,예스코,20220331,연
00577982,더휴컴퍼니,,E,사업보고서 (2021.12),20220331000028,더휴컴퍼니,20220331,
00142883,우신시스템,017370,Y,사업보고서 (2021.12),20220331000022,우신시스템,20220331,연
00173740,신한,005450,E,사업보고서 (2021.12),20220331000007,신한,20220331,연
00110884,비엔지티,032790,K,사업보고서 (2021.12),20220331000002,비엔지티,20220331,연
01072518,디피코,163430,N,사업보고서 (2021.12),20220330001840,디피코,20220331,정
01297898,마인즈랩,377480,K,[기재정정]사업보고서 (2021.12),20220330001822,마인즈랩,20220331,연
00620868,아이티센,124500,K,사업보고서 (2021.12),20220330001842,아이티센,20220331,연
00347716,중앙디앤엠,051980,K,사업보고서 (2021.12),20220330001849,중앙디앤엠,20220331,정연
01172386,폴루스,,E,사업보고서 (2021.12),20220330001820,폴루스,20220331,
01051092,피씨엘,241820,K,사업보고서 (2021.12),20220330001838,피씨엘,20220331,정연
00259934,예림당,036000,K,사업보고서 (2021.12),20220330001786,예림당,20220330,연
01350638,티티씨디펜스,309900,E,사업보고서 (2021.12),20220330001784,티티씨디펜스,20220330,
00232335,제주국제컨벤션센터,,E,사업보고서 (2021.12),20220330001781,제주국제컨벤션센터,20220330,
01346343,펀진,,E,사업보고서 (2021.12),20220330001777,펀진,20220330,
01187175,라이프사이언스테크놀로지,285770,N,[기재정정]사업보고서 (2021.12),20220330001770,라이프사이언스테크놀로지,20220330,
00360425,동원엔터프라이즈,,E,사업보고서 (2021.12),20220330001760,동원엔터프라이즈,20220330,정연
00151863,센트럴인사이트,012600,Y,사업보고서 (2021.12),20220330001737,센트럴인사이트,20220330,정연
00265290,이매진,,E,사업보고서 (2021.12),20220330001717,이매진,20220330,
01124680,보라티알,250000,K,[기재정정]사업보고서 (2021.12),20220330001716,보라티알,20220330,정연
00444329,위메이드,112040,K,사업보고서 (2021.12),20220330001704,위메이드,20220330,연
01357765,큐라티스,,E,사업보고서 (2021.12),20220330001692,큐라티스,20220330,
00481454,금호타이어,073240,Y,[기재정정]사업보고서 (2021.12),20220330001690,금호타이어,20220330,연
00126061,대한상선,,E,사업보고서 (2021.12),20220330001676,대한상선,20220330,연
00302634,현대트랜시스,,E,사업보고서 (2021.12),20220330001638,현대트랜시스,20220330,연
00172291,더존비즈온,012510,Y,[기재정정]사업보고서 (2021.12),20220330001628,더존비즈온,20220330,연
01290275,원시스템,,E,사업보고서 (2021.12),20220330001627,원시스템,20220330,
00962393,포인트모바일,318020,K,[기재정정]사업보고서 (2021.12),20220330001621,포인트모바일,20220330,연
00413994,뉴젠팜,,E,사업보고서 (2021.12),20220330001617,뉴젠팜,20220330,
00844936,BNK캐피탈,,E,사업보고서 (2021.12),20220330001612,BNK캐피탈,20220330,연
01064069,토박스코리아,215480,K,[기재정정]사업보고서 (2021.12),20220330001577,토박스코리아,20220330,연
00124577,엠소닉,008120,E,사업보고서 (2021.12),20220330001556,엠소닉,20220330,
00137456,신한캐피탈,,E,사업보고서 (2021.12),20220330001555,신한캐피탈,20220330,연
00350312,HDC랩스,039570,Y,[기재정정]사업보고서 (2021.12),20220330001540,HDC랩스,20220330,정연
00100656,강원일보,,E,사업보고서 (2021.12),20220330001532,강원일보,20220330,
00411905,테라셈,182690,E,사업보고서 (2021.12),20220330001507,테라셈,20220330,연
00318662,CNT85,056730,K,사업보고서 (2021.12),20220330001502,CNT85,20220330,정
00141042,영일제약,,E,사업보고서 (2021.12),20220330001498,영일제약,20220330,
00413444,경주신라컨트리클럽,,E,사업보고서 (2021.12),20220330001449,경주신라컨트리클럽,20220330,
00161444,한국씨티은행,016830,E,사업보고서 (2021.12),20220330001434,한국씨티은행,20220330,연
00759902,우방,,E,사업보고서 (2021.12),20220330001405,우방,20220330,연
00181934,포스코플랜텍,051310,E,사업보고서 (2021.12),20220330001393,포스코플랜텍,20220330,연
00408956,제넨바이오,072520,K,[기재정정]사업보고서 (2021.12),20220330001388,제넨바이오,20220330,정연
00300399,일신레져,,E,사업보고서 (2021.12),20220330001378,일신레져,20220330,
01267684,쿠쿠홈시스,284740,Y,[기재정정]사업보고서 (2021.12),20220330001375,쿠쿠홈시스,20220330,연
00977696,넥스쳐,194510,E,사업보고서 (2021.12),20220330001371,넥스쳐,20220330,연
00229058,DB캐피탈,,E,사업보고서 (2021.12),20220330001369,DB캐피탈,20220330,
00362292,씨티씨바이오,060590,K,[기재정정]사업보고서 (2021.12),20220330001361,씨티씨바이오,20220330,정연
00134723,페이퍼코리아,001020,Y,[기재정정]사업보고서 (2021.12),20220330001348,페이퍼코리아,20220330,연
00260657,오상헬스케어,036220,E,사업보고서 (2021.12),20220330001342,오상헬스케어,20220330,연
00552080,양산컨트리클럽,,E,사업보고서 (2021.12),20220330001338,양산컨트리클럽,20220330,
01064272,한국투자캐피탈,,E,사업보고서 (2021.12),20220330001324,한국투자캐피탈,20220330,연
00232007,상지카일룸,042940,K,[기재정정]사업보고서 (2021.12),20220330001320,상지카일룸,20220330,정연
00824473,광주시민프로축구단,,E,사업보고서 (2021.12),20220330001309,광주시민프로축구단,20220330,
00862905,이지스자산운용,,E,사업보고서 (2021.12),20220330001306,이지스자산운용,20220330,정연
00161356,파르나스호텔,,E,사업보고서 (2021.12),20220330001278,파르나스호텔,20220330,연
01351080,지아이이노베이션,,E,사업보고서 (2021.12),20220330001266,지아이이노베이션,20220330,
00268011,일레덱스홀딩스,033550,E,사업보고서 (2021.12),20220330001232,일레덱스홀딩스,20220330,정
00763358,스마트솔루션즈,136510,K,사업보고서 (2021.12),20220330001217,스마트솔루션즈,20220330,연
01181418,비보존,,E,사업보고서 (2021.12),20220330001206,비보존,20220330,연
01594904,이브이알스튜디오,,E,사업보고서 (2021.12),20220330001198,이브이알스튜디오,20220330,
01574672,유우일렉트로닉스,,E,사업보고서 (2021.12),20220330001101,유우일렉트로닉스,20220330,
01218800,플라이강원,,E,사업보고서 (2021.12),20220330001068,플라이강원,20220330,
01411656,알통,,E,사업보고서 (2021.12),20220330001032,알통,20220330,
01203808,AP시스템,265520,K,[기재정정]사업보고서 (2021.12),20220330000963,AP시스템,20220330,연
01116380,씨앤에스링크,245450,N,[기재정정]사업보고서 (2021.12),20220330000929,씨앤에스링크,20220330,
00208444,피에스케이홀딩스,031980,K,[기재정정]사업보고서 (2021.12),20220330000915,피에스케이홀딩스,20220330,정연
00438708,곰앤컴퍼니,,E,사업보고서 (2021.12),20220330000903,곰앤컴퍼니,20220330,
01504309,티스템,,E,사업보고서 (2021.12),20220330000854,티스템,20220330,
00614089,에이원알폼,234070,N,사업보고서 (2021.12),20220330000851,에이원알폼,20220330,
00297934,피씨디렉트,051380,K,[기재정정]사업보고서 (2021.12),20220330000850,피씨디렉트,20220330,정
00152923,코오롱글로텍,,E,사업보고서 (2021.12),20220330000832,코오롱글로텍,20220330,연
00231929,지에스이피에스,,E,사업보고서 (2021.12),20220330000827,지에스이피에스,20220330,연
00335553,디지털타임스,,E,사업보고서 (2021.12),20220330000819,디지털타임스,20220330,
00130046,다함이텍,009280,E,사업보고서 (2021.12),20220330000811,다함이텍,20220330,
00437514,수자원기술,,E,사업보고서 (2021.12),20220330000703,수자원기술,20220330,
01524507,핀텔,291810,K,사업보고서 (2021.12),20220330000689,핀텔,20220330,정
00271440,코리아2000,,E,사업보고서 (2021.12),20220330000680,코리아2000,20220330,
01437724,한내포티,,E,사업보고서 (2021.12),20220330000679,한내포티,20220330,연
00264918,포앤티,,E,사업보고서 (2021.12),20220330000664,포앤티,20220330,
00595243,엔스퍼트,098400,E,사업보고서 (2021.12),20220330000633,엔스퍼트,20220330,
01377404,토지지원리츠제2호위탁관리부동산투자회사,,E,사업보고서 (2021.12),20220330000616,토지지원리츠제2호위탁관리부동산투자회사,20220330,
01290804,엔지노믹스,,E,사업보고서 (2021.12),20220330000612,엔지노믹스,20220330,
00187868,아이디스파워텔,,E,사업보고서 (2021.12),20220330000592,아이디스파워텔,20220330,
00261735,위노바,039790,E,사업보고서 (2021.12),20220330000538,위노바,20220330,
00367482,라이트론,069540,K,[기재정정]사업보고서 (2021.12),20220330000486,라이트론,20220330,연
00877712,엠에스웨이,,E,사업보고서 (2021.12),20220330000479,엠에스웨이,20220330,정
00452045,월드파워텍,,E,사업보고서 (2021.12),20220330000433,월드파워텍,20220330,
01263527,카이노스메드,284620,K,[기재정정]사업보고서 (2021.12),20220330000421,카이노스메드,20220330,정연
01146220,팸텍,,E,사업보고서 (2021.12),20220330000394,팸텍,20220330,정
00173731,씨앤에스자산관리,032040,E,사업보고서 (2021.12),20220330000358,씨앤에스자산관리,20220330,연
00156150,하이트론씨스템즈,019490,Y,사업보고서 (2021.12),20220330000339,하이트론씨스템즈,20220330,정
00969642,에스이그린에너지,,E,사업보고서 (2021.12),20220330000335,에스이그린에너지,20220330,
00238977,에스엠화진,134780,E,사업보고서 (2021.12),20220330000306,에스엠화진,20220330,연
00970143,에스파워,,E,사업보고서 (2021.12),20220330000287,에스파워,20220330,
00102113,경인양행,012610,Y,[기재정정]사업보고서 (2021.12),20220330000263,경인양행,20220330,연
00302120,피앤텔,054340,E,사업보고서 (2021.12),20220330000246,피앤텔,20220330,정연
00110060,대백저축은행,026970,E,사업보고서 (2021.12),20220330000204,대백저축은행,20220330,
00493325,에이엘티,,E,사업보고서 (2021.12),20220330000179,에이엘티,20220330,연
00455185,창원컨트리클럽,,E,사업보고서 (2021.12),20220330000166,창원컨트리클럽,20220330,
00340795,삼중테크,,E,사업보고서 (2021.12),20220330000135,삼중테크,20220330,
00496207,에스엠바로코사,,E,사업보고서 (2021.12),20220330000128,에스엠바로코사,20220330,
01322529,스마트골프,,E,사업보고서 (2021.12),20220330000122,스마트골프,20220330,
00857231,코리아에셋매니지먼트,,E,사업보고서 (2021.12),20220330000100,코리아에셋매니지먼트,20220330,
01004775,DL에너지,,E,사업보고서 (2021.12),20220330000082,DL에너지,20220330,정연
00239675,에어미디어,,E,사업보고서 (2021.12),20220330000080,에어미디어,20220330,
00268163,케이아이티,,E,사업보고서 (2021.12),20220330000058,케이아이티,20220330,
00896559,삼척블루파워,,E,사업보고서 (2021.12),20220330000053,삼척블루파워,20220330,
00962393,포인트모바일,318020,K,사업보고서 (2021.12),20220330000002,포인트모바일,20220330,정연
00167280,폴루스바이오팜,007630,E,사업보고서 (2021.12),20220329001342,폴루스바이오팜,20220330,연
00459844,푸본현대생명보험,,E,사업보고서 (2021.12),20220329001333,푸본현대생명보험,20220330,정연
01597859,자이씨앤에이,,E,사업보고서 (2021.12),20220329001318,자이씨앤에이,20220329,연
00793155,핸디소프트,220180,K,[기재정정]사업보고서 (2021.12),20220329001287,핸디소프트,20220329,
00325112,프로텍,053610,K,[기재정정]사업보고서 (2021.12),20220329001281,프로텍,20220329,연
00870481,에코캡,128540,K,사업보고서 (2021.12),20220329001280,에코캡,20220329,연
01118643,로보쓰리,238500,N,[기재정정]사업보고서 (2021.12),20220329001197,로보쓰리,20220329,
00756163,볼빅,206950,N,사업보고서 (2021.12),20220329001195,볼빅,20220329,정
01174223,다인바이오,,E,사업보고서 (2021.12),20220329001181,다인바이오,20220329,
00155638,피에스텍,002230,K,사업보고서 (2021.12),20220329001172,피에스텍,20220329,연
01267550,나라소프트,288490,N,사업보고서 (2021.12),20220329001163,나라소프트,20220329,
01022142,메가일렉트로닉스,,E,사업보고서 (2021.12),20220329001114,메가일렉트로닉스,20220329,
00407814,크리스탈지노믹스,083790,K,[기재정정]사업보고서 (2021.12),20220329001039,크리스탈지노믹스,20220329,연
00172185,남성,004270,Y,사업보고서 (2021.12),20220329001016,남성,20220329,연
00447487,제주반도체,080220,K,[기재정정]사업보고서 (2021.12),20220329000970,제주반도체,20220329,연
00525642,코오롱생명과학,102940,K,[기재정정]사업보고서 (2021.12),20220329000965,코오롱생명과학,20220329,정연
00416593,대신에프앤아이,,E,사업보고서 (2021.12),20220329000964,대신에프앤아이,20220329,연
01118281,피플바이오,304840,K,[기재정정]사업보고서 (2021.12),20220329000957,피플바이오,20220329,연
01118643,로보쓰리,238500,N,[기재정정]사업보고서 (2021.12),20220329000882,로보쓰리,20220329,정
00537832,푸른기술,094940,K,[기재정정]사업보고서 (2021.12),20220329000813,푸른기술,20220329,연
00162461,한화솔루션,009830,Y,[기재정정]사업보고서 (2021.12),20220329000749,한화솔루션,20220329,정연
00364403,쏠리드,050890,K,[기재정정]사업보고서 (2021.12),20220329000731,쏠리드,20220329,연
01361245,엘에이티,,E,사업보고서 (2021.12),20220329000721,엘에이티,20220329,
01298930,사운드백신,,E,사업보고서 (2021.12),20220329000716,사운드백신,20220329,
00753573,완도전복,,E,사업보고서 (2021.12),20220329000652,완도전복,20220329,
01210048,이앤코리아,,E,사업보고서 (2021.12),20220329000642,이앤코리아,20220329,정
00350020,파인디앤씨,049120,K,[기재정정]사업보고서 (2021.12),20220329000575,파인디앤씨,20220329,연
00887001,울산지피에스,,E,사업보고서 (2021.12),20220329000566,울산지피에스,20220329,
01399071,고바이오랩,348150,K,[기재정정]사업보고서 (2021.12),20220329000548,고바이오랩,20220329,연
00306719,에스텍,069510,K,[기재정정]사업보고서 (2021.12),20220329000547,에스텍,20220329,연
00838652,에이플러스라이프,,E,사업보고서 (2021.12),20220329000543,에이플러스라이프,20220329,연
00168012,아이.지.앰.,,E,사업보고서 (2021.12),20220329000474,아이.지.앰.,20220329,
01324165,아스트로젠,,E,사업보고서 (2021.12),20220329000472,아스트로젠,20220329,
00122728,범양사,002480,E,사업보고서 (2021.12),20220329000453,범양사,20220329,정
00368515,내일신문,,E,사업보고서 (2021.12),20220329000414,내일신문,20220329,
00355335,투에버,,E,사업보고서 (2021.12),20220329000410,투에버,20220329,
00127802,삼익THK,004380,Y,[기재정정]사업보고서 (2021.12),20220329000395,삼익THK,20220329,
00693299,더존비앤에프,,E,사업보고서 (2021.12),20220329000351,더존비앤에프,20220329,
01335374,비욘드바이오,,E,사업보고서 (2021.12),20220329000326,비욘드바이오,20220329,
01034730,크로넥스,215570,N,[기재정정]사업보고서 (2021.12),20220329000316,크로넥스,20220329,
00334040,갤럭시게이트,,E,사업보고서 (2021.12),20220329000284,갤럭시게이트,20220329,
00256380,유아이엘,049520,K,[기재정정]사업보고서 (2021.12),20220329000277,유아이엘,20220329,연
00475736,앤알커뮤니케이션,,E,사업보고서 (2021.12),20220329000275,앤알커뮤니케이션,20220329,
00109453,케이조선,067250,E,사업보고서 (2021.12),20220329000220,케이조선,20220329,
00442826,대봉엘에스,078140,K,[기재정정]사업보고서 (2021.12),20220329000201,대봉엘에스,20220329,연
00301653,시벨코코리아,,E,사업보고서 (2021.12),20220329000177,시벨코코리아,20220329,
00831978,세명테크,,E,사업보고서 (2021.12),20220329000163,세명테크,20220329,
01533310,바이오엑스,,E,사업보고서 (2021.12),20220329000161,바이오엑스,20220329,
00596677,매커스,093520,K,[기재정정]사업보고서 (2021.12),20220329000156,매커스,20220329,연
00671783,로보터스,,E,사업보고서 (2021.12),20220329000133,로보터스,20220329,연
00427137,대구시민프로축구단,,E,사업보고서 (2021.12),20220329000108,대구시민프로축구단,20220329,
01436479,토마토시스템,393210,N,[기재정정]사업보고서 (2021.12),20220329000107,토마토시스템,20220329,
01445477,고양에이주택위탁관리부동산투자회사,,E,사업보고서 (2021.12),20220329000065,고양에이주택위탁관리부동산투자회사,20220329,
00130152,서광,,E,[기재정정]사업보고서 (2021.12),20220329000056,서광,20220329,
00697611,와이디생명과학,,E,사업보고서 (2021.12),20220329000045,와이디생명과학,20220329,연
00632304,JW홀딩스,096760,Y,사업보고서 (2021.12),20220329000006,JW홀딩스,20220329,연
00225706,JW생명과학,234080,Y,사업보고서 (2021.12),20220328001123,JW생명과학,20220329,연
00611666,동화바이텍스,,E,사업보고서 (2021.12),20220328001132,동화바이텍스,20220329,
00130152,서광,,E,[기재정정]사업보고서 (2021.12),20220328001125,서광,20220329,정
00312084,아주엠씨엠,,E,사업보고서 (2021.12),20220328001134,아주엠씨엠,20220329,
00451763,이지메디컴,,E,사업보고서 (2021.12),20220328001124,이지메디컴,20220329,
